ID,Name,Gender,Qualification,,
492,"""Cokie Roberts""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (492, ""Cokie Roberts"", ""M"" , ""Undergraduate"" );"
493,"""Shana Corey""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (493, ""Shana Corey"", ""M"" , ""Undergraduate"" );"
494,"""Jesse S. Ostrow""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (494, ""Jesse S. Ostrow"", ""M"" , ""Undergraduate"" );"
495,"""Justine Korman""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (495, ""Justine Korman"", ""M"" , ""Undergraduate"" );"
496,"""PATRICIA REILLY GIFF""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (496, ""PATRICIA REILLY GIFF"", ""M"" , ""Undergraduate"" );"
497,"""Beverly Cleary""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (497, ""Beverly Cleary"", ""M"" , ""Undergraduate"" );"
498,"""K. A. Applegate""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (498, ""K. A. Applegate"", ""M"" , ""Undergraduate"" );"
499,"""Jane Yolen""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (499, ""Jane Yolen"", ""M"" , ""Undergraduate"" );"
500,"""Dinah L. Moche""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (500, ""Dinah L. Moche"", ""M"" , ""Undergraduate"" );"
501,"""Marvin Miller""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (501, ""Marvin Miller"", ""M"" , ""Undergraduate"" );"
502,"""Craig Boldman""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (502, ""Craig Boldman"", ""M"" , ""Undergraduate"" );"
503,"""H. G. Wells""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (503, ""H. G. Wells"", ""M"" , ""Undergraduate"" );"
504,"""Bobbie Kalman""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (504, ""Bobbie Kalman"", ""M"" , ""Undergraduate"" );"
505,"""Mercedes Lackey""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (505, ""Mercedes Lackey"", ""M"" , ""Undergraduate"" );"
506,"""Dorothy Gilman""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (506, ""Dorothy Gilman"", ""M"" , ""Undergraduate"" );"
507,"""Moveon""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (507, ""Moveon"", ""M"" , ""Undergraduate"" );"
508,"""Christopher Finch""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (508, ""Christopher Finch"", ""M"" , ""Undergraduate"" );"
509,"""CHARLES FRAZIER""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (509, ""CHARLES FRAZIER"", ""M"" , ""Undergraduate"" );"
510,"""Julia Spencer-Fleming""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (510, ""Julia Spencer-Fleming"", ""M"" , ""Undergraduate"" );"
511,"""Fannie Flagg""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (511, ""Fannie Flagg"", ""M"" , ""Undergraduate"" );"
512,"""Laura Ingall Wilder""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (512, ""Laura Ingall Wilder"", ""M"" , ""Undergraduate"" );"
513,"""LISA GARDNER""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (513, ""LISA GARDNER"", ""M"" , ""Undergraduate"" );"
514,"""Gertrude Chandler Warner""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (514, ""Gertrude Chandler Warner"", ""M"" , ""Undergraduate"" );"
515,"""Lynn S. Hightower""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (515, ""Lynn S. Hightower"", ""M"" , ""Undergraduate"" );"
516,"""Eric Schlosser""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (516, ""Eric Schlosser"", ""M"" , ""Undergraduate"" );"
517,"""Suzanne Brockmann""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (517, ""Suzanne Brockmann"", ""M"" , ""Undergraduate"" );"
518,"""Gail Carson Levine""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (518, ""Gail Carson Levine"", ""M"" , ""Undergraduate"" );"
519,"""FRANCES KUFFEL""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (519, ""FRANCES KUFFEL"", ""M"" , ""Undergraduate"" );"
520,"""Susan Conant""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (520, ""Susan Conant"", ""M"" , ""Undergraduate"" );"
521,"""DAVID SCHICKLER""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (521, ""DAVID SCHICKLER"", ""M"" , ""Undergraduate"" );"
522,"""Judith McNaught""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (522, ""Judith McNaught"", ""M"" , ""Undergraduate"" );"
523,"""Janet Evanovich""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (523, ""Janet Evanovich"", ""M"" , ""Undergraduate"" );"
524,"""Sylvia Plath""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (524, ""Sylvia Plath"", ""M"" , ""Undergraduate"" );"
525,"""Ilona Koidahl""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (525, ""Ilona Koidahl"", ""M"" , ""Undergraduate"" );"
526,"""Fern Michaels""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (526, ""Fern Michaels"", ""M"" , ""Undergraduate"" );"
527,"""Betsy Byars""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (527, ""Betsy Byars"", ""M"" , ""Undergraduate"" );"
528,"""Bruce Sterling""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (528, ""Bruce Sterling"", ""M"" , ""Undergraduate"" );"
529,"""Sarah Ban Breathnach""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (529, ""Sarah Ban Breathnach"", ""M"" , ""Undergraduate"" );"
530,"""Alice Hoffman""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (530, ""Alice Hoffman"", ""M"" , ""Undergraduate"" );"
531,"""Lisa Scottoline""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (531, ""Lisa Scottoline"", ""M"" , ""Undergraduate"" );"
532,"""Spencer Johnson""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (532, ""Spencer Johnson"", ""M"" , ""Undergraduate"" );"
533,"""David Feldman""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (533, ""David Feldman"", ""M"" , ""Undergraduate"" );"
534,"""Richard Bausch""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (534, ""Richard Bausch"", ""M"" , ""Undergraduate"" );"
535,"""Katie Fforde""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (535, ""Katie Fforde"", ""M"" , ""Undergraduate"" );"
536,"""James Burke""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (536, ""James Burke"", ""M"" , ""Undergraduate"" );"
537,"""Bliss Broyard""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (537, ""Bliss Broyard"", ""M"" , ""Undergraduate"" );"
538,"""Sara Paretsky""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (538, ""Sara Paretsky"", ""M"" , ""Undergraduate"" );"
539,"""Charles Webb""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (539, ""Charles Webb"", ""M"" , ""Undergraduate"" );"
540,"""Elizabeth Benedict""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (540, ""Elizabeth Benedict"", ""M"" , ""Undergraduate"" );"
541,"""Stanley Morison""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (541, ""Stanley Morison"", ""M"" , ""Undergraduate"" );"
542,"""Henry Miller""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (542, ""Henry Miller"", ""M"" , ""Undergraduate"" );"
543,"""David Whyte""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (543, ""David Whyte"", ""M"" , ""Undergraduate"" );"
544,"""Warren  Bennis""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (544, ""Warren  Bennis"", ""M"" , ""Undergraduate"" );"
545,"""Martha Beck""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (545, ""Martha Beck"", ""M"" , ""Undergraduate"" );"
546,"""Desmond Mpilo Tutu""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (546, ""Desmond Mpilo Tutu"", ""M"" , ""Undergraduate"" );"
547,"""Kris Shepard""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (547, ""Kris Shepard"", ""M"" , ""Undergraduate"" );"
548,"""Jack Kerouac""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (548, ""Jack Kerouac"", ""M"" , ""Undergraduate"" );"
549,"""Martin Buber""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (549, ""Martin Buber"", ""M"" , ""Undergraduate"" );"
550,"""Niccolò Machiavelli""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (550, ""Niccolò Machiavelli"", ""M"" , ""Undergraduate"" );"
551,"""Gianfranco Bettin""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (551, ""Gianfranco Bettin"", ""M"" , ""Undergraduate"" );"
552,"""Paul Monette""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (552, ""Paul Monette"", ""M"" , ""Undergraduate"" );"
553,"""Ernest Hemingway""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (553, ""Ernest Hemingway"", ""M"" , ""Undergraduate"" );"
554,"""Melody Carlson""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (554, ""Melody Carlson"", ""M"" , ""Undergraduate"" );"
555,"""Alisa Kwitney""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (555, ""Alisa Kwitney"", ""M"" , ""Undergraduate"" );"
556,"""Billie Letts""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (556, ""Billie Letts"", ""M"" , ""Undergraduate"" );"
557,"""Melissa Bank""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (557, ""Melissa Bank"", ""M"" , ""Undergraduate"" );"
558,"""Rena Kornreich Gelissen""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (558, ""Rena Kornreich Gelissen"", ""M"" , ""Undergraduate"" );"
559,"""Moon Unit Zappa""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (559, ""Moon Unit Zappa"", ""M"" , ""Undergraduate"" );"
560,"""Ted Mooney""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (560, ""Ted Mooney"", ""M"" , ""Undergraduate"" );"
561,"""Susan Wiggs""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (561, ""Susan Wiggs"", ""M"" , ""Undergraduate"" );"
562,"""Gwyn Hyman Rubio""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (562, ""Gwyn Hyman Rubio"", ""M"" , ""Undergraduate"" );"
563,"""Elisabeth Robinson""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (563, ""Elisabeth Robinson"", ""M"" , ""Undergraduate"" );"
564,"""Audrey Niffenegger""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (564, ""Audrey Niffenegger"", ""M"" , ""Undergraduate"" );"
565,"""Tim Farrington""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (565, ""Tim Farrington"", ""M"" , ""Undergraduate"" );"
566,"""Chaim Potok""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (566, ""Chaim Potok"", ""M"" , ""Undergraduate"" );"
567,"""Scott Spencer""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (567, ""Scott Spencer"", ""M"" , ""Undergraduate"" );"
568,"""V. S. Naipaul""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (568, ""V. S. Naipaul"", ""M"" , ""Undergraduate"" );"
569,"""V.S. Naipaul""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (569, ""V.S. Naipaul"", ""M"" , ""Undergraduate"" );"
570,"""Jean Giono""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (570, ""Jean Giono"", ""M"" , ""Undergraduate"" );"
571,"""Alain-Fournier""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (571, ""Alain-Fournier"", ""M"" , ""Undergraduate"" );"
572,"""Erich Maria Remarque""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (572, ""Erich Maria Remarque"", ""M"" , ""Undergraduate"" );"
573,"""Lewis""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (573, ""Lewis"", ""M"" , ""Undergraduate"" );"
574,"""Rene Barjavel""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (574, ""Rene Barjavel"", ""M"" , ""Undergraduate"" );"
575,"""Alexandra David-N�?©el""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (575, ""Alexandra David-N�?©el"", ""M"" , ""Undergraduate"" );"
576,"""C. Baudelaire""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (576, ""C. Baudelaire"", ""M"" , ""Undergraduate"" );"
577,"""Raymond Radiguet""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (577, ""Raymond Radiguet"", ""M"" , ""Undergraduate"" );"
578,"""Emile Zola""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (578, ""Emile Zola"", ""M"" , ""Undergraduate"" );"
579,"""Pergaud""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (579, ""Pergaud"", ""M"" , ""Undergraduate"" );"
580,"""Collectif""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (580, ""Collectif"", ""M"" , ""Undergraduate"" );"
581,"""Sten Nadolny""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (581, ""Sten Nadolny"", ""M"" , ""Undergraduate"" );"
582,"""Cheryl Benard""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (582, ""Cheryl Benard"", ""M"" , ""Undergraduate"" );"
583,"""Christa Wichterich""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (583, ""Christa Wichterich"", ""M"" , ""Undergraduate"" );"
584,"""John. Blofeld""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (584, ""John. Blofeld"", ""M"" , ""Undergraduate"" );"
585,"""Christine Obbo""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (585, ""Christine Obbo"", ""M"" , ""Undergraduate"" );"
586,"""Peter B Heim""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (586, ""Peter B Heim"", ""M"" , ""Undergraduate"" );"
587,"""Hera Lind""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (587, ""Hera Lind"", ""M"" , ""Undergraduate"" );"
588,"""Jane Hamilton""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (588, ""Jane Hamilton"", ""M"" , ""Undergraduate"" );"
589,"""Jack Higgins""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (589, ""Jack Higgins"", ""M"" , ""Undergraduate"" );"
590,"""Max Allan Collins""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (590, ""Max Allan Collins"", ""M"" , ""Undergraduate"" );"
591,"""David Guterson""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (591, ""David Guterson"", ""M"" , ""Undergraduate"" );"
592,"""Bernhard Schlink""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (592, ""Bernhard Schlink"", ""M"" , ""Undergraduate"" );"
593,"""Eric Jerome Dickey""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (593, ""Eric Jerome Dickey"", ""M"" , ""Undergraduate"" );"
594,"""Patricia Gaffney""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (594, ""Patricia Gaffney"", ""M"" , ""Undergraduate"" );"
595,"""Richard Paul Evans""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (595, ""Richard Paul Evans"", ""M"" , ""Undergraduate"" );"
596,"""Marc Levy""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (596, ""Marc Levy"", ""M"" , ""Undergraduate"" );"
597,"""Laney Katz Becker""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (597, ""Laney Katz Becker"", ""M"" , ""Undergraduate"" );"
598,"""VLADIMIR NABOKOV""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (598, ""VLADIMIR NABOKOV"", ""M"" , ""Undergraduate"" );"
599,"""Jennifer Lauck""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (599, ""Jennifer Lauck"", ""M"" , ""Undergraduate"" );"
600,"""Joe Keenan""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (600, ""Joe Keenan"", ""M"" , ""Undergraduate"" );"
601,"""Jeanne Ray""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (601, ""Jeanne Ray"", ""M"" , ""Undergraduate"" );"
602,"""Tony Parsons""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (602, ""Tony Parsons"", ""M"" , ""Undergraduate"" );"
603,"""Jane McCafferty""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (603, ""Jane McCafferty"", ""M"" , ""Undergraduate"" );"
604,"""Laura Esquivel""","""M""","""Undergraduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (604, ""Laura Esquivel"", ""M"" , ""Undergraduate"" );"
